title,director,country,spine,url,img,year,aspect_ratio,color,description,dir_link,duration,lang,country_code,continent,ar
Ride in the Whirlwind,Monte Hellman,United States,735,https://www.criterion.com/films/28581-ride-in-the-whirlwind,https://s3.amazonaws.com/criterion-production/films/c907295c2d4eac1d2bc4a68c3e7f65e7/DhPK1MlQAsEyGEHUiT1hifLfff8dms_thumbnail.jpg,1947,1.85:1,Color,"Working from a thoughtful script by Jack Nicholson, Monte Hellman fashioned this moody and tense western about a trio of cowhands who are mistaken for robbers and must outrun and hide from a posse of bloodthirsty vigilantes in the wilds of Utah. A grim yet gripping tale of chance and blind frontier justice, Ride in the Whirlwind is brought to life by a compelling cast, including Nicholson, Cameron Mitchell, Millie Perkins, and Harry Dean Stanton.",/shop/browse?director=hellman-monte,82,English,US,North America,1.85
Ride the Pink Horse,Robert Montgomery,United States,750,https://www.criterion.com/films/28066-ride-the-pink-horse,https://s3.amazonaws.com/criterion-production/films/3972bcdae3e33de3cbc2eb8507d683b5/qHZJVEvbsyrW0WpOyvFHPDRs5NcDFg_thumbnail.jpg,1999,1.37:1,Black & White,"Hollywood actor turned idiosyncratic auteur Robert Montgomery directs and stars in this striking crime drama based on a novel by Dorothy B. Hughes. He plays a tough-talking former GI who comes to a small New Mexico town to shake down a gangster who killed his best friend; things quickly turn nasty. Ride the Pink Horse features standout supporting performances by Fred Clark, Wanda Hendrix, and especially Thomas Gomez, who became the first Hispanic actor to receive an Academy Award nomination for his role here. With its relentless pace, expressive cinematography by the great Russell Metty, and punchy, clever script by Ben Hecht and Charles Lederer, this is an overlooked treasure from the heyday of 1940s film noir.",/shop/browse?director=montgomery-robert,101,English,US,North America,1.37
Ride with the Devil,Ang Lee,United States,514,https://www.criterion.com/films/17282-ride-with-the-devil,https://s3.amazonaws.com/criterion-production/films/bb12c3d02a5fd5ecfeaa59b6c83033b1/Bw7MZjZOFvVBdeObsJ8awPzqsIbH5i_thumbnail.jpg,1955,2.35:1,Color,"With this new director’s cut, Ang Lee reconstructs his original vision for  Ride with the Devil, a harrowing, unorthodox Civil War epic. Set during the Kansas-Missouri border war, the film follows Jake (Tobey Maguire) and Jack Bull (Skeet Ulrich), who join the Confederate-sympathizing Bushwhackers after Jack Bull’s father is killed by abolitionist Jayhawkers, and find an unusual ally in Holt (Jeffrey Wright), who’s fighting for the South despite being a former slave. A rumination on identity and loyalty, both political and personal, Ride with the Devil is a provocative challenge to preconceptions about America’s bloodiest conflict.",/shop/browse?director=lee-ang,148,English,US,North America,2.35
Rififi,Jules Dassin,France,115,https://www.criterion.com/films/654-rififi,https://s3.amazonaws.com/criterion-production/films/f27531f76e2f90c59e79e69450fcf15a/6S7s7O3eZcEEsK7WZcS41azRPFUVqP_thumbnail.jpg,1954,1.33:1,Black & White,"After making such American noir classics as Brute Force and The Naked City, the blacklisted director Jules Dassin went to Paris and embarked on his masterpiece: a twisting, turning tale of four ex-cons who hatch one last glorious robbery in the City of Light. Rififi is the ultimate heist movie, a mélange of suspense, brutality, and dark humor that was an international hit, earned Dassin the best director prize at the Cannes Film Festival, and has proven wildly influential on the decades of heist thrillers that have come in its wake.",/shop/browse?director=dassin-jules,118,French,FR,Europe,1.33
Riot in Cell Block 11,Don Siegel,United States,704,https://www.criterion.com/films/28551-riot-in-cell-block-11,https://s3.amazonaws.com/criterion-production/films/1fff3ac634ee3a07e07e071a03276f29/aYkEYStkCF5KUvvjpd3gN3fn5XYZP6_thumbnail.jpg,1934,1.37:1,Black & White,"Early in his career, Don Siegel made his mark with this sensational and high-octane but economically constructed drama set in a maximum-security penitentiary. Riot in Cell Block 11, the brainchild of producer extraordinaire Walter Wanger, is a ripped-from-the-headlines social-problem picture about inmates’ rights that was inspired by a recent spate of uprisings in American prisons. In Siegel’s hands, the film, shot on location at Folsom State Prison, with real inmates and guards as extras, is at once brash and humane, showcasing the hard-boiled visual flair and bold storytelling for which the director would become known.",/shop/browse?director=siegel-don,80,English,US,North America,1.37
The Rise of Catherine the Great,Paul Czinner,United Kingdom,,https://www.criterion.com/films/1434-the-rise-of-catherine-the-great,https://s3.amazonaws.com/criterion-production/films/db4b0658b462dab4c656c1733822252c/sbintTYaK6jy93GAcfuS5PqBGywpvM_thumbnail.jpg,1969,1.33:1,Black & White,"A quick-witted and compelling dramatization of the troubled marriage of Catherine II (played by German actress Elisabeth Bergner, in her English-language debut) to Peter III (a randy Douglas Fairbanks Jr.) and her subsequent ascension to the throne as Empress of Russia. With its luxurious renderings of the eighteenth-century St. Petersburg royal court and its nearly screwball evocation of Catherine and Peter’s teasing relationship, The Rise of Catherine the Great was a wise and worthy follow-up to Henry VIII.",/shop/browse?director=czinner-paul,95,English,GB,Europe,1.33
The Rite,Ingmar Bergman,Sweden,,https://www.criterion.com/films/28417-the-rite,https://s3.amazonaws.com/criterion-production/films/62e4d0543454d07fb1a26fc58cdb5e5e/oyBiyxCiSNf6J6w9EA4qrnPvEQ03Fl_thumbnail.jpg,1951,1.33:1,Black & White,"Ingmar Bergman conceived this experimental work as a response to his controversial tenure at the Royal Dramatic Theatre. Focusing on four characters—a trio of actors charged with obscenity (Ingrid Thulin, Gunnar Björnstrand, Anders Ek), and the judge assigned to try them (Erik Hell)—The Rite alternates between criminal interrogations and interpersonal confrontations shown in flashback, leading to a final “performance” that makes for one of the most bizarre moments in Bergman’s filmography. Staged on bare sets and shot almost entirely in close-up, The Rite condenses a decade’s worth of cinematic exploration into seventy-five tense, unsettling minutes.",/shop/browse?director=bergman-ingmar,75,Swedish,SE,Europe,1.33
The River,Jean Renoir,France,276,https://www.criterion.com/films/679-the-river,https://s3.amazonaws.com/criterion-production/films/d99e1826fe75c9f0c3441d60a2406345/R3NvMs20QmDeqpqK16Zw8vMLBtBmfP_thumbnail.jpg,1973,1.33:1,Color,"Director Jean Renoir’s entrancing first color feature—shot entirely on location in India—is a visual tour de force. Based on the novel by Rumer Godden, the film eloquently contrasts the growing pains of three young women with the immutability of the Bengal river around which their daily lives unfold. Enriched by Renoir’s subtle understanding and appreciation for India and its people, The River gracefully explores the fragile connections between transitory emotions and everlasting creation.
The River was restored by the Academy Film Archive in association with the BFI and Janus Films, with restoration funding provided by the Hollywood Foreign Press Association and The Film Foundation.",/shop/browse?director=renoir-jean,99,English,FR,Europe,1.33
A River Called Titas,Ritwik Ghatak,Bangladesh,687,https://www.criterion.com/films/28411-a-river-called-titas,https://s3.amazonaws.com/criterion-production/films/f5c1c41138f81dbc0a83f4718325a6e5/AB5g9OzZqxaJ5NBhbAmYnB2VbV5dVN_thumbnail.jpg,,1.37:1,Black & White,"The Bengali filmmaker Ritwik Ghatak’s stunningly beautiful, elegiac saga concerns the tumultuous lives of people in fishing villages along the banks of the Titas River in pre-Partition East Bengal. Focusing on the tragic intertwining fates of a series of fascinating characters—in particular, the indomitable widow Basanti—Ghatak tells the poignant story of an entire community’s vanishing way of life. Made soon after Bangladesh became an independent nation, the elliptical, painterly A River Called Titas is a grand epic from a director who has had a devoted following for decades.A River Called Titas was restored in 2010 by the Cineteca di Bologna /L’Immagine Ritrovata laboratory, in association with the Ritwik Memorial Trust, the National Film Archive of India, and The Film Foundation’s World Cinema Project. Additional film elements provided by the Bundesarchiv-Filmarchiv. Restoration funded by Doha Film Institute.",/shop/browse?director=ghatak-ritwik,156,Bengali,BD,Asia,1.37
Robinson Crusoe on Mars,Byron Haskin,United States,404,https://www.criterion.com/films/821-robinson-crusoe-on-mars,https://s3.amazonaws.com/criterion-production/films/19d005b575e7136ff463024ec840613c/hap5I5lbMCQ69CG6Yw7AS5HcOcNme2_thumbnail.jpg,1987,2.35:1,Color,"Special-effects wunderkind and genre master Byron Haskin (The War of the Worlds, The Outer Limits) won a place in the hearts of fantasy-film lovers everywhere with this gorgeously designed journey into the unknown. When his spaceship crash-lands on the barren wastelands of Mars, U.S. astronaut Commander “Kit” Draper (Paul Mantee) must fight for survival, with a pet monkey seemingly his only companion. But is he alone? Shot in vast Techniscope and blazing Technicolor, Robinson Crusoe on Mars is an imaginative and beloved techni-marvel of classic science fiction.",/shop/browse?director=haskin-byron,110,English,US,North America,2.35
RoboCop,Paul Verhoeven,United States,23,https://www.criterion.com/films/542-robocop,https://s3.amazonaws.com/criterion-production/films/4c71c3fc2c708e5017a0ad93743334ed/dwbEI8erHzGSHbYcXhOwfmfSZoS59y_thumbnail.jpg,1996,1.66:1,Color,"Called by Ken Russell “the greatest science-fiction film since Metropolis,” controversial director Paul Verhoeven’s RoboCop is a special effects-laden cult phenomenon. The film features a resurrected and roboticized hero (Peter Weller) in a new, supercharged cyborg body, struggling to reclaim his memory and avenge his own death. Written by Edward Neumeier and Michael Miner, this film is a grown-up superhero fantasy come to vivid, bloody life.",/shop/browse?director=verhoeven-paul,103,English,US,North America,1.66
The Rock,Michael Bay,United States,108,https://www.criterion.com/films/649-the-rock,https://s3.amazonaws.com/criterion-production/films/07f4eeb745b2223e67ad82c6dc2e3ed3/o6c4ES95CWTBBINB8ahqL4niihMuLT_thumbnail.jpg,,2.35:1,Color,"A highly decorated, retired U.S. Marine general (Ed Harris) seizes a stockpile of chemical weapons and takes over Alcatraz, with eighty-one tourists as hostages on the San Francisco Bay isle. His demand: Restitution to families of soldiers who died in covert operations. The response: An elite Navy SEAL team, with support from an FBI chemical-warfare expert (Nicolas Cage) and a former Alcatraz escapee (Sean Connery), is assembled to penetrate the terrorists’ defenses on the island and neutralize the threat before time runs out. The result: A fast-paced, edge-of-your-seat thriller with a first-rate cast, directed by Michael Bay and produced by Don Simpson and Jerry Bruckheimer.",/shop/browse?director=bay-michael,136,English,US,North America,2.35
Roma,Federico Fellini,Italy,848,https://www.criterion.com/films/28039-roma,https://s3.amazonaws.com/criterion-production/films/05e2e75624b400b1c88af61e29dba5d1/pzeKBSXmUXlQWLLMCZc8LIQTwVvaJV_thumbnail.jpg,1945,1.85:1,Color,"Travelogue, memoir, and outrageous cinematic spectacle converge in this kaleidoscopic valentine to the Eternal City, composed by one of its most iconic inhabitants. Leisurely one moment and breathless the next, this urban fantasia by Federico Fellini interweaves recollections of the director’s young adulthood in the era of Mussolini with an impressionistic portrait of contemporary Rome, where he and his film crew are shooting footage of the bustling cityscape. The material delights of sex, food, nightlife, and one hallucinatory ecclesiastical fashion show are shot through with glimmers of a monumental past: the Colosseum encircled by traffic, ancient frescoes unearthed in a subway tunnel, a pigeon-befouled statue of Caesar. With a head-spinning mix of documentary immediacy and extravagant artifice, Roma penetrates the myth and mystique of Italy’s storied capital, a city Fellini called “the most wonderful movie set in the world.”",/shop/browse?director=fellini-federico,120,Italian,IT,Europe,1.85
