                                                                                                                                                                                                                                                          ,,,,,,,
"Source: USCIS, data as of Nov. 30, 2018. Notes: All data is based on petitions approved during the fiscal year for both initial employment and continuing employment. Petitions approved in a fiscal year may be filed in previous fiscal years. Per USCIS best practices, units of less than 10 beneficiaries are masked to limit the possibility of the de-anonymization of data. ""D"" represents data withheld to protect privacy. The letter ""H"" replaces the value from which one could deduce the value of ""D"". While some company names may appear multiple times, USCIS does not combine companies even where the names are the same because in all cases the employer tax identification numbers are different. Missing Education means the USCIS electronic data storage system does not capture the education field. Median salary is based on data reported by the petitioner in the petition and may include part-time employment or may be reported inaccurately. Because USCIS data systems do not include hours worked, we are unable to identify salaries earned from part-time employment. Instead of the required degree, a beneficiary may qualify based on a combination of education, training, and/or progressively responsible experience in the specialty that is equivalent to the completion of such a degree, and recognition of expertise in the specialty through progressively responsible positions directly related to the specialty. We excluded employers without tax identification numbers in our system. The H-1B petition may be used to sponsor an alien currently in a different nonimmigrant classification, or with no classification if outside the U.S., for an initial period of H-1B employment (see “initial employment” column below), or to extend or change the authorized stay of an alien currently in H-1B status (see “continuing employment” column below). An employer may file an H-1B petition to sponsor an alien who currently has H-1B nonimmigrant status working for another employer or to amend a previously approved petition; these petitions are counted in the “continuing employment” column below. Initial employment includes both cap-subject and cap-exempt petitions.",,,,,,,
Employer Tax ID     (Last 4 Digits),Employer Name, Number of Beneficiaries ,,, Median Salary , Beneficiary Degree/Dipolma ,
9026,MEP DESIGNS INC,   , D , H ,"85,000", Master's , D 
7310,SABERTEK INC, D ,   , H ,"65,894", Master's , D 
8137,AEL GROUP LLC,   , D , H ,"92,000", Doctorate , D 
6053,LEUNG ACCOUNTANCY CORPORATION, D ,   , H ,"47,278", Master's , D 
2195,IQ ANALOG CORPORATION,   , D , H ,"160,000", Professional Degree , D 
8101,MILLENIUM MEDICAL CORP, D ,   , H ,"96,250", Master's , D 
3771,SIMMONS FEED INGREDIENTS INC,   , D , H ,"83,000", Bachelor's , D 
1398,ART AND COOK INC, D ,   , H ,"37,000", Master's , D 
9997,BACKSTOP SOLUTIONS GROUP LLC,   , D , H ,"115,000", Master's , D 
6604,MICHAEL HONG ARCHITECTS INC,   , D , H ,"82,000", Master's , D 
2412,CENTER FOR ENDODONTICS INC,   , D , H ,"275,000", Professional Degree , D 
2056,VALLEY PULMONARY GROUP PLLC,   , D , H ,"300,000", Professional Degree , D 
583,ANTHONY J CASSAR CPA PC, D ,   , H ,"56,680", Master's , D 
8581,ALEXANDER DENNIS INC, D ,   , H ,"65,000", Master's , D 
8588,P F CHANG S CHINA BISTRO INC,   , D , H ,"95,000", Master's , D 
8202,JRDV ARCHITECTS INC,   , D , H ,"65,500", Master's , D 
6964,BLUE FOUNTAIN INC,   , D , H ,"90,000", Bachelor's , D 
6124,COGNIZANT TECH SOLUTIONS US CORP,   , D , H ,"88,590", Bachelor's , D 
5019,FACEBOOK INC, D ,   , H ,"142,000", Master's , D 
1722,NORTHWEST SOIL STABILIZATION INC,   , D , H ,"62,962", Master's , D 
9576,COALESCENCE LLC,   , D , H ,"70,000", Master's , D 
9531,BETTENCOURT GREEN BLDG SUPPLIES LL, D ,   , H ,"46,000", Master's , D 
9550,ELYSE CHENEY LITERARY ASSOC LLC,   , D , H ,"65,000", Master's , D 
2099,MERCER HR SERVICES LLC, D ,   , H ,"93,000", Bachelor's , D 
414,FOGARTY FINGER ARCHITECTURE PLLC,   , D , H ,"57,000", Master's , D 
6605,LIQUIDIA TECHNOLOGIES INC,   , D , H ,"145,142", Doctorate , D 
6301,KYLIN TV INC,   , D , H ,"57,000", Master's , D 
5604,TRI STAR DENTURE CLINIC DBA TRI,   , D , H ,"64,480", Professional Degree , D 
6735,PENSERV PLAN SERVICES INC,   , D , H ,"100,000", Master's , D 
4136,ORAN INC,   , D , H ,"120,000", Master's , D 
3352,DA CAPITAL LLC,   , D , H ,"69,389", Bachelor's , D 
3005,N WESTCHESTER RESTORATIVE THERAPY,   , D , H ,"70,298", Master's , D 
1637,GESTAMP NORTH AMERICA INC,   , D , H ,"80,300", Master's , D 
7808,SIMPLEMENT INC,   , D , H ,"139,300", Master's , D 
6108,SUFIAN MUNIR INC DBA CLARY BUS,   , D , H ,"70,000", Bachelor's , D 
4098,INTEGRAL EMERGENCY SOLUTIONS INC,   , D , H ,"34,653", Bachelor's , D 
9916,BHAVIN CHANGELA DDS INC DBA PEARL,   , D , H ,"103,896", Professional Degree , D 
8761,SENTRANA INC,   , D , H ,"149,989", Doctorate , D 
7824,HANDS ON HEALING PHYSICAL THERAPY,   , D , H ,"87,000", Doctorate , D 
5857,BOCONCEPT CHELSEA INC, D ,   , H ,"29,120", Master's , D 
2989,TECHCONNECT INC,   , D , H ,"92,186", Master's , D 
9917,LG CONSULTING LLC D/B/A URGENCI GR,   , D , H ,"156,000", Bachelor's , D 
4085,NATL ASSN OF CITY TRANSPORTATION O,   , D , H ,"75,450", Master's , D 
2710,TWEEZERMAN INTERNATIONAL LLC,   , D , H ,"104,795", Master's , D 
2289,ERNST & YOUNG US LLP,   , D , H ,"148,000", Master's , D 
9086,MC TAXES INCORPORATED,   , D , H ,"70,750", Master's , D 
7625,EAST BAY PHYSICIANS MEDICAL GROUP,   , D , H ,"250,000", Professional Degree , D 
35,HORIZON SCIENCE ACADEMY CINCINNATI,   , D , H ,"40,840", Master's , D 
9958,HORIZON SCIENCE ACADEMY DAYTON, D ,   , H ,"40,270", Master's , D 
9027,JUSTIN SONG CPA PLLC, D ,   , H ,"29,120", Bachelor's , D 
542,CALSPAN CORPORATION,   , D , H ,"78,000", Master's , D 
8009,HIGHMARK COMPANIES LLC,   , D , H ,"70,000", Bachelor's , D 
4379,FUJIFILM ELECTRONIC MATERIALS USA, D ,   , H ,"91,823", Doctorate , D 
4046,FULTON HEATING SOLUTIONS INC, D ,   , H ,"55,000", Master's , D 
2967,INTERFACE STUDIO LLC, D ,   , H ,"48,173", Master's , D 
786,SAINT VINCENT PHYSICIAN SERVICES,   , D , H ,"220,000", Professional Degree , D 
8119,DANVILLE UROLOGIC CLINIC DBA,   , D , H ,"216,000", Professional Degree , D 
6764,3.1 PHILLIP LIM LLC, D ,   , H ,"48,000", Bachelor's , D 
2176,BRILLIO LLC, D ,   , H ,"65,000", Master's , D 
9693,VERTECH INDUSTRIAL SYSTEMS LLC, D ,   , H ,"66,067", Master's , D 
4606,STUDY GROUP USA HIGHER EDUCATION L, D ,   , H ,"47,000", Master's , D 
3441,PHYTOGENX INC,   , D , H ,"95,000", Master's , D 
1104,AVID RADIOPHARMACEUTICAL INC, D ,   , H ,"65,016", Doctorate , D 
8793,G2 WEB SERVICES LLC, D ,   , H ,"139,388", Bachelor's , D 
5378,RICHMOND INTL FOREST PRODUCTS LLC, D ,   , H ,"72,000", Master's , D 
2661,HUDSON DATA LLC,   , D , H ,"99,894", Master's , D 
2286,HUDSON DATA LLC,   , D , H ,"108,805", Bachelor's , D 
9572,MCL CALIFORNIA INC,   , D , H ,"200,000", Master's , D 
4538,RETAIL MGMT SVCS CORP,   , D , H ,"128,000", Master's , D 
4511,VISITORSCOVERAGE INC,   , D , H ,"133,106", Master's , D 
8747,B2C JEWELS LLC,   , D , H ,"120,000", Master's , D 
3964,INFOTRUST LLC,   , D , H ,"84,000", Master's , D 
9991,BFTV LLC DBA FIRST MEDIA,   , D , H ,"180,000", Master's , D 
9698,TOKYO GARDENS CATERING LLC,   , D , H ,"58,822", Bachelor's , D 
8374,SEVEN STARS CLOUD GROUP INC,   , D , H ,"125,000", Master's , D 
8316,THE CORE INSTITUTE, D ,   , H ,"400,000", Professional Degree , D 
8065,EATEAM INC,   , D , H ,"74,000", Master's , D 
6074,HANOR COMPANY OF WISCONSIN LLC,   , D , H ,"125,000", Doctorate , D 
5500,22 E 54TH ST RESTAURANT CORP DBA P,   , D , H ,"60,000", Master's , D 
1629,SHEEHAN NAGLE HARTRAY ARCHITECTS L,   , D , H ,"78,000", Master's , D 
4640,SANTEC RESOURCES INC,   , D , H ,"93,000", Master's , D 
1406,MOTIONSOFT INC,   , D , H ,"116,730", Bachelor's , D 
7267,COMM LINK INC,   , D , H ,"37,487", Bachelor's , D 
6342,GELBART AND KESSELMAN DENTISTRY P, D ,   , H ,"97,709", Professional Degree , D 
5685,MARKETSOURCE INC, D ,   , H ,"65,000", Master's , D 
5158,ALL IN ONE PRODUCTIONS INC,   , D , H ,"59,384", Master's , D 
4158,THE ARNOLD GROUP,   , D , H ,"106,000", Master's , D 
3830,TOPS HANDBAG INC,   , D , H ,37, Master's , D 
8330,HORNALL ANDERSON DESIGN WORKS LLC,   , D , H ,"130,000", Master's , D 
4826,RAINBERRY INC,   , D , H ,"180,000", Master's , D 
3125,RAINBOW PEDIATRICS OF FAYETTEVILLE,   , D , H ,"160,000", Professional Degree , D 
8732,SARAM SOLUTIONS INC,   , D , H ,"90,085", Master's , D 
4938,TAMPA BAY DENTAL ASSOCIATES INC, D ,   , H ,"45,760", Master's , D 
3297,FOLIO WINE COMPANY LLC,   , D , H ,"87,500", Bachelor's , D 
2178,DRANREF LLC,   , D , H ,"60,000", Master's , D 
2623,HOUSE ADVANTAGE LLC,   , D , H ,"135,000", Master's , D 
2838,SMARTCOMMS LLC FORMERLY THUNDERHEA,   , D , H ,"110,198", Master's , D 
6102,THINKSMART INC, D ,   , H ,"92,000", Master's , D 
2800,APTEK SOLUTIONS INC,   , D , H ,"130,000", Bachelor's , D 
584,CITIZEN RELATIONS LLC,   , D , H ,"60,000", Master's , D 
5619,FACEBOOK INC, D ,   , H ,"123,000", Master's , D 
5501,FACEBOOK INC,   , D , H ,"172,147", Bachelor's , D 
3915,ADVANCED TECH CONSULTING SVCS INC,   , D , H ,"75,000", Master's , D 
2019,FACEBOOK INC,   , D , H ,"156,938", Bachelor's , D 
2001,SANG KEE ASIAN BISTRO INC,   , D , H ,"57,907", Master's , D 
1300,PHARBEST PHARMACEUTICALS INC,   , D , H ,"64,480", Master's , D 
3116,TRINISYS LLC, D ,   , H ,"60,300", Master's , D 
2023,A2Y INVESTMENTS LLC DBA PREMIER PE,   , D , H ,"70,000", Master's , D 
322,DATAFLOAT LLC,   , D , H ,"115,000", Master's , D 
9466,BARBARA ANN KARMANOS CANCER HOSPIT, D ,   , H ,"200,000", Professional Degree , D 
5560,VIP TOUR CORPORATION,   , D , H ,"48,000", Bachelor's , D 
1085,CETS LLC,   , D , H ,21, Bachelor's , D 
5969,PUJA HOSPITALITY LLC,   , D , H ,"63,731", Bachelor's , D 
5900,J D HOSPITALITY LLC,   , D , H ,"82,867", Master's , D 
1936,FINLEY ENGINEERING GROUP INC,   , D , H ,"80,311", Master's , D 
5805,DAWSON TECHNICAL LLC,   , D , H ,"100,000", Master's , D 
4511,GOVINDJIS LP,   , D , H ,"65,000", Bachelor's , D 
3283,HOPKINS HEALTH AND WELLNESS CENTER,   , D , H ,"83,200", Master's , D 
2530,CARSFORSALE COM INC, D ,   , H ,"100,000", Master's , D 
6796,RGR LANDSCAPE ARCHITECTURE & ARCHI, D ,   , H ,"36,400", Master's , D 
4764,INSTAMED COMMUNICATIONS LLC,   , D , H ,"144,541", Master's , D 
1345,WORLD MEDIA GROUP LLC,   , D , H ,"75,000", Master's , D 
9855,TRISTAR SOLUTIONS TECHNOLOGY INC,   , D , H ,"32,500", Master's , D 
4658,KENSINGTON CAPITAL ADVISORS LLC, D ,   , H ,"53,893", Master's , D 
2116,TENPEARLS LLC,   , D , H ,"94,182", Bachelor's , D 
7186,THE OPENNMS GROUP INC,   , D , H ,"100,000", Master's , D 
2045,H2SCAN CORPORATION,   , D , H ,"117,000", Doctorate , D 
1809,SCHEIMPFLUG PHOTO EQUIPMENT CO LLC, D ,   , H ,"48,001", Master's , D 
736,COGNITO AMERICAS LLC,   , D , H ,"320,000", Bachelor's , D 
7568,ADVANCED PORTFOLIO MANAGMENT LLC,   , D , H ,"110,000", Master's , D 
6287,YUMA ANESTHESIA MED SVCS PLLC, D ,   , H ,"208,000", Professional Degree , D 
5013,D3 INC, D ,   , H ,"70,928", Master's , D 
3779,DISCOVER PRODUCTS INC,   , D , H ,"103,000", Bachelor's , D 
7203,ALAMO ANALYTICAL LABORATORIES LTD,   , D , H ,"45,000", Master's , D 
5540,SOFTWARE TRANSFORMATIONS INC,   , D , H ,"91,000", Bachelor's , D 
4326,BIT GROUP USA INC,   , D , H ,"120,000", Master's , D 
9536,RAY ALLEN INC, D ,   , H ,"67,309", Master's , D 
9327,BOISE WHITE PAPER L L C,   , D , H ,"153,378", Associate Degree , D 
6708,MAW DEVELOPMENT LLC, D ,   , H ,"33,033", Master's , D 
5423,HUAHAI US INC,   , D , H ,"70,200", Master's , D 
3810,KAPLAN GEHRING MCCARROLL ARCHITECT, D ,   , H ,"66,000", Master's , D 
9097,ORIGINATE INC, D ,   , H ,"95,000", Master's , D 
2059,NFRA INC,   , D , H ,"72,592", Master's , D 
1919,STAR AMERICA M INC,   , D , H ,"73,757", Master's , D 
8843,DELTASOFT SOLUTIONS,   , D , H ,"130,000", Master's , D 
8559,AGILYX CORP, D ,   , H ,"88,000", Master's , D 
7364,EUROIMMUN US INC,   , D , H ,"90,000", Master's , D 
1811,THEBIGWORD INC, D ,   , H ,"88,317", Bachelor's , D 
9577,ANATOMAGE INC, D ,   , H ,"58,885", Master's , D 
9197,LIFESTYLEDESIGN INC,   , D , H ,"63,000", Bachelor's , D 
5301,MEADOWS URQUHART ACREE & COOK LLP, D ,   , H ,"52,458", Master's , D 
74,AWESOME TECHNOLOGIES INC, D ,   , H ,"65,000", Master's , D 
7571,SPECTRUM CTR SCHOOLS AND PROGRAMS, D ,   , H ,"65,000", Master's , D 
7153,BTRAX INC, D ,   , H ,"60,000", Bachelor's , D 
6519,ERGO INTERACTIVE INC, D ,   , H ,"61,500", Master's , D 
844,FILTER LLC,   , D , H ,"86,400", Master's , D 
9976,TOUCH FOUNDATION INC,   , D , H ,"227,000", Doctorate , D 
4025,KWA CONSTRUCTION LP,   , D , H ,"77,000", Master's , D 
219,INDUS IT VALLEY INC,   , D , H ,"78,000", Master's , D 
9421,C EDGE SOFTWARE CONSULTANTS,   , D , H ,"118,000", Bachelor's , D 
9386,RUBBO INTERNATIONAL INC, D ,   , H ,19, Bachelor's , D 
8471,GREENEARTH ENGINEERING INC,   , D , H ,"72,000", Master's , D 
6652,VISUAL INTERNET SOLUTIONS INC,   , D , H ,"44,007", Master's , D 
6313,PERMASTEEL INC, D ,   , H ,"49,993", Master's , D 
4720,IOVISTA INC,   , D , H ,"136,500", Bachelor's , D 
3495,GUERIN GLASS ARCHITECTS PC, D ,   , H ,"62,000", Bachelor's , D 
2968,INTERTAX INC, D ,   , H ,"37,138", Master's , D 
5808,VALLEY HOSPITALIST MEDICAL GRP INC,   , D , H ,"256,000", Professional Degree , D 
4967,HOUND PARTNERS LLC,   , D , H ,"125,000", Master's , D 
9618,SSC OAKLAND EXCELL OPERATING CO LP,   , D , H ,"115,000", Master's , D 
7868,IT AMERICA INC,   , D , H ,"84,000", Master's , D 
6152,INTERMARKET APPAREL LLC, D ,   , H ,"80,683", Bachelor's , D 
5799,SSC KERRVILLE EDGEWATER OPERATING,   , D , H ,"85,280", Master's , D 
3530,SSC BAY CITY OPERATING CO LLC DBA,   , D , H ,"89,440", Doctorate , D 
380,SSC WARREN OPERATION CO LLC,   , D , H ,"86,549", Professional Degree , D 
304,SSC PUEBLO OPERATING COMPANY LLC D,   , D , H ,"93,600", Bachelor's , D 
74,SSC FENTON OPERATING COMPANY LLC D,   , D , H ,"79,040", Bachelor's , D 
9272,INPATIENT CONSULTANTS OF FL INC, D ,   , H ,"290,000", Professional Degree , D 
9095,EMERGING MARKETS PRV EQUITY ASSOC, D ,   , H ,"45,000", Master's , D 
8271,IRIS USA INC,   , D , H ,"115,000", Bachelor's , D 
8120,SSC NIANTIC OPERATING CO LLC DBA B,   , D , H ,"93,600", Master's , D 
6996,LOGICNETS INC,   , D , H ,"99,000", Master's , D 
6229,SEAVUS USA INC, D ,   , H ,"67,800", Master's , D 
754,PROMINIS MEDICAL SERVICES PC, D ,   , H ,"65,000", Master's , D 
5996,MADISON LOGIC INC,   , D , H ,"166,000", Master's , D 
3274,PREMIER HEALTH CENTER,   , D , H ,"102,000", Professional Degree , D 
2987,GROWING TREE LEARNING CENTER INC,   , D , H ,"51,667", Master's , D 
7022,UASNM INC DBA UNIVERSAL ADVISORY S, D ,   , H ,"51,293", Bachelor's , D 
4483,OPENGEAR INC, D ,   , H ,"105,000", Master's , D 
1406,WOOLPERT INC,   , D , H ,"77,251", Master's , D 
940,GROWER DIRECT NUT COMPANY INC,   , D , H ,"70,000", Bachelor's , D 
802,GENERATIONS ELECTRICAL COMPANY, D ,   , H ,"70,000", Master's , D 
584,INTEGRATED TECHS & SVCS INTL LLC, D ,   , H ,"35,000", Master's , D 
4088,IMC COMPANIES LLC, D ,   , H ,"120,842", Bachelor's , D 
2581,TOKYO ELECTRON AMERICA INC,   , D , H ,"131,338", Master's , D 
3518,THE MOLPUS WOODLANDS GROUP LLC,   , D , H ,"77,900", Master's , D 
1228,SOCRATES ACADEMY, D ,   , H ,"36,050", Master's , D 
7375,BRYAN PHYSICIAN NETWORK, D ,   , H ,"300,000", Professional Degree , D 
110,PTERRA LLC, D ,   , H ,"85,800", Master's , D 
6313,MISTRY DESIGN LLC,   , D , H ,"67,600", Master's , D 
5019,FACEBOOK INC,   , D , H ,"130,000", Bachelor's , D 
466,GENUINE INTERACTIVE LLC,   , D , H ,"79,000", Bachelor's , D 
9172,HEXPOL COMPOUNDING LLC, D ,   , H ,"67,725", Master's , D 
5289,ARISTACARE LLC, D ,   , H ,"65,000", Master's , D 
2634,DR FALGUNI PATEL DENTAL PLLC, D ,   , H ,"110,000", Professional Degree , D 
677,AMBERLEAF PARTNERS INC,   , D , H ,"130,000", Bachelor's , D 
1599,3E CONSULTING INC,   , D , H ,"83,366", Bachelor's , D 
7980,SE3 LLC DBA SE3 TEXAS LLC, D ,   , H ,"83,200", Doctorate , D 
5517,TRUVEON CORP, D ,   , H ,"73,736", Master's , D 
3994,OCLARO INC,   , D , H ,"185,000", Bachelor's , D 
7008,RAM VELAMATI MD SC,   , D , H ,"240,000", Professional Degree , D 
6814,APTONET INC,   , D , H ,"90,000", Master's , D 
4306,RISK FOCUS INC,   , D , H ,"123,000", Bachelor's , D 
3457,SILVACO INC,   , D , H ,"124,675", Master's , D 
17,BLUE CHIP PARTNERS INC, D ,   , H ,"54,000", Master's , D 
9857,CMS CORPORATION, D ,   , H ,"60,000", Master's , D 
8983,SANMARK LLC, D ,   , H ,"64,251", Master's , D 
6428,STAR PETROLEUM INC,   , D , H ,"66,352", Bachelor's , D 
2686,INTECH MEDICAL,   , D , H ,"67,350", Bachelor's , D 
468,BRONSON HEIGHTS FAMILY NURSERY INC,   , D , H ,"45,000", Master's , D 
363,K MACHINE INDUSTRIAL SERVICES LLC,   , D , H ,"75,000", Master's , D 
7138,LANGATE CORPORATION,   , D , H ,"64,150", Master's , D 
7008,RAM VELAMATI MD SC,   , D , H ,"24,960", Professional Degree , D 
6553,DENTOPIA INC, D ,   , H ,"65,000", Bachelor's , D 
197,THE GOLF WAREHOUSE INC,   , D , H ,"125,000", Bachelor's , D 
9619,EGB SYSTEMS AND SOLUTIONS INC,   , D , H ,"66,622", Master's , D 
7071,RADIABEAM TECHNOLOGIES LLC,   , D , H ,"66,560", Doctorate , D 
1949,GT INDUSTRIAL PRODUCTS LLC,   , D , H ,"83,000", Bachelor's , D 
8588,ALTEK INFORMATION TECHNOLOGY,   , D , H ,"65,000", Master's , D 
2059,MD ASSOCIATES LLP,   , D , H ,"26,140", Master's , D 
8786,SISUNG NOH CPA INC, D ,   , H ,23, Bachelor's , D 
6342,PEARSON EDUCATION INC, D ,   , H ,"105,000", Master's , D 
6019,SHELDON MEDICAL CARE PC,   , D , H ,"190,000", Professional Degree , D 
3194,FISHER LYNCH CAPITAL,   , D , H ,"100,000", Bachelor's , D 
9035,BOUNDARY ZONE INC, D ,   , H ,"38,400", Master's , D 
6506,INPATIENT CONSULTANTS ALABAMA INC,   , D , H ,"287,448", Professional Degree , D 
1372,VENTURES UNLIMITED INC, D ,   , H ,"74,443", Master's , D 
4056,VERTICAL DESIGN INC, D ,   , H ,"34,996", Bachelor's , D 
4047,IMPRESSIVE SYSTEMS INC,   , D , H ,"61,000", Bachelor's , D 
727,NEOSOFT LLC, D ,   , H ,"70,000", Master's , D 
6650,FACEBOOK INC,   , D , H ,"210,000", Master's , D 
4583,WORLDWIDE AUTO PARTS INC,   , D , H ,"85,530", Bachelor's , D 
3629,EMPIRE MEDICINE AND REHABILITATION,   , D , H ,"200,174", Professional Degree , D 
1359,LIGHTHOUSE CONSULTANTS INC, D ,   , H ,"29,549", Master's , D 
8072,LAW OFFICES OF MELANIE M YANG,   , D , H ,"50,000", Master's , D 
8057,MONARCH INVESTMENT MANAGEMENT,   , D , H ,"110,000", Bachelor's , D 
4227,ICE AIR LLC,   , D , H ,"80,000", Master's , D 
8527,MCCALL YOUNG ENGINEERING LLC,   , D , H ,"80,000", Master's , D 
8052,SKONA ADVERTISING INC, D ,   , H ,"55,000", Bachelor's , D 
7076,AGILE THOUGHT LLC,   , D , H ,"103,256", Master's , D 
3020,TRADE PACIFIC PLLC, D ,   , H ,"140,000", Master's , D 
1439,GFG SECURITIES LLC, D ,   , H ,"50,000", Bachelor's , D 
7232,BNP PARIBAS FIN SERVICES LLC, D ,   , H ,"62,234", Bachelor's , D 
1760,NANTAHALA CAPITAL MANAGEMENT LLC, D ,   , H ,"125,000", Bachelor's , D 
59,BUSINESS LICENSES LLC,   , D , H ,"48,838", Professional Degree , D 
6182,SECOR SLEEP DIAGNOSTIC CENTER LLC,   , D , H ,"62,000", Professional Degree , D 
4234,MALVI SYSTEMS INC,   , D , H ,"74,000", Master's , D 
1701,NORTHWEST DENTAL ASSOCIATES P C,   , D , H ,"100,000", Professional Degree , D 
7967,STM BAGS LLC,   , D , H ,"63,100", Bachelor's , D 
6571,PINNACLE ADVISORY GROUP INC,   , D , H ,"139,000", Master's , D 
2005,BUILT FORM LLC, D ,   , H ,"45,000", Master's , D 
647,ELSHERIF GROUP LLC, D ,   , H ,"62,421", Bachelor's , D 
487,XCELLENT CORPORATION, D ,   , H ,"132,954", Master's , D 
8729,VANGUARD PROPERTIES INC,   , D , H ,"98,500", Bachelor's , D 
7980,EDINFOCOM CORP,   , D , H ,"34,133", Bachelor's , D 
5574,LOCATION INC,   , D , H ,"100,000", Master's , D 
4074,ALVAREZ & MARSAL CORP PERFORMANCE,   , D , H ,"65,000", Master's , D 
636,DEWTEX INC,   , D , H ,"90,000", Bachelor's , D 
346,CONNECTEL WIRELESS INC,   , D , H ,"120,000", Bachelor's , D 
9618,ISOLA USA CORP, D ,   , H ,"65,000", Master's , D 
8360,THUMMALAPALLY INC,   , D , H ,"85,301", Bachelor's , D 
6818,AVALON CONSULTING LLC,   , D , H ,"112,000", Master's , D 
1491,PRESTON SCOTT COHEN INC,   , D , H ,"34,320", Master's , D 
7136,SOTHEBYS INTERNATIONAL REALTY AFFI,   , D , H ,"250,000", Bachelor's , D 
185,CREATIVE DYNAMICS INC DBA BOC,   , D , H ,"120,000", Doctorate , D 
8277,TRAVEL NURSE ACROSS AMERICA LLC,   , D , H ,"61,370", Master's , D 
7717,ECS MIDWEST LLC, D ,   , H ,"62,733", Doctorate , D 
3872,FABRITEC STRUCTURES LLC, D ,   , H ,"85,000", Master's , D 
3313,HYUNDAM AMERICA INC,   , D , H ,"48,194", Master's , D 
9355,TRANSGENEX NANOBIOTECH INC, D ,   , H ,"94,536", Master's , D 
3396,NAPATECH INC,   , D , H ,"160,000", Master's , D 
1512,SORIN CAPITAL MANAGEMENT LLC, D ,   , H ,"150,000", Doctorate , D 
1441,MS DIRECTIONAL LLC,   , D , H ,"85,000", Master's , D 
8604,AUTOTASK CORPORATION,   , D , H ,"67,246", Bachelor's , D 
5994,SHASTA VENTURES MANAGEMENT LLC,   , D , H ,"200,000", Master's , D 
4250,AHS OKLAHOMA PHYSICIAN GROUP LLC,   , D , H ,"230,000", Professional Degree , D 
9163,YASHWANT CHAUDHRI MD APC, D ,   , H ,"200,002", Professional Degree , D 
181,ZAM NETWORK LLC,   , D , H ,"127,608", Master's , D 
2414,LSG SOLUTIONS LLC,   , D , H ,"76,000", Bachelor's , D 
1179,ALLY BANK, D ,   , H ,"80,242", Master's , D 
3275,ABBY SUCKLE ARCHITECT PC, D ,   , H ,"52,000", Master's , D 
8310,DAS NORTH AMERICA INC, D ,   , H ,"42,037", Bachelor's , D 
4859,MACPRACTICE INC, D ,   , H ,"62,000", Master's , D 
3173,CUTONE & CO CONSULTANTS LLC DBA LC,   , D , H ,"52,000", Master's , D 
8027,SYMETRA FINANCIAL CORPORATION,   , D , H ,"100,175", Bachelor's , D 
3110,AJIT HEALTHCARE INC,   , D , H ,"61,500", Bachelor's , D 
7754,AMF CONSULTING INC,   , D , H ,"76,170", Bachelor's , D 
5032,FLO TITE INC, D ,   , H ,"67,000", Master's , D 
4773,JR2 ENERGY SERVICES INC,   , D , H ,"90,000", Bachelor's , D 
9543,RAVEN ANTENNA SYS INC D B A GLOBAL,   , D , H ,"80,288", Master's , D 
8728,BERING STRAITS INFO TECH LLC,   , D , H ,"108,000", Master's , D 
8652,ASAKURA ROBINSON COMPANY LLC, D ,   , H ,"46,072", Master's , D 
8131,HEALTHHELP LLC, D ,   , H ,"94,600", Master's , D 
6932,GOAUPAIR OPERATIONS LLC,   , D , H ,"120,000", Master's , D 
1776,NOVA STAR RECYCLING LLC, D ,   , H ,"39,936", Bachelor's , D 
8689,PEADIATRIX MED GRP LOUISIANA L L C,   , D , H ,"205,000", Professional Degree , D 
8660,BRANDMOVERS INC, D ,   , H ,"65,000", Master's , D 
5239,MIAMI VACATIONS CORPORATE RENTALS,   , D , H ,"60,000", Master's , D 
7947,BERKSHIRE CAPITAL SECURITIES LLC, D ,   , H ,"75,000", Bachelor's , D 
1196,INCOMM FINANCIAL SERVICES INC,   , D , H ,"189,000", Master's , D 
4419,ELETTRIC 80 INC,   , D , H ,"81,600", Master's , D 
3052,METRUM RESEARCH GROUP LLC, D ,   , H ,"75,000", Doctorate , D 
1724,PEW RESEARCH CTR, D ,   , H ,"45,600", Bachelor's , D 
6617,CENTRAL TEXAS AUTISM CENTER INC,   , D , H ,"68,640", Master's , D 
3769,SHOE LAND GROUP LLC, D ,   , H ,"33,842", Master's , D 
1768,SYSTEMADIX TECHNOLOGIES LLC,   , D , H ,"62,000", Bachelor's , D 
574,MODERN DENTAL PROS - HOUSTON PC,   , D , H ,"88,629", Master's , D 
523,MODERN DENTAL PROS-MIDLAND/ODESSA, D ,   , H ,"90,189", Professional Degree , D 
374,SV SYSTEMS INC,   , D , H ,"92,800", Bachelor's , D 
9879,FAHIM ENTERPRISES LLC,   , D , H ,"55,619", Bachelor's , D 
849,DKOR INTERIORS INC,   , D , H ,"52,500", Bachelor's , D 
9825,ARTERIOCYTE INC DBA COMPASS,   , D , H ,"68,600", Master's , D 
9356,GRAMERCY FUNDS MANAGEMENT LLC,   , D , H ,"250,000", Master's , D 
4385,KYDIA INC,   , D , H ,"180,000", Bachelor's , D 
3224,INTELLIPOINT CONSULTING INC,   , D , H ,"150,000", Master's , D 
2929,STONE INSTILE LLC,   , D , H ,"63,000", Bachelor's , D 
2149,DF/NET RESEARCH INC, D ,   , H ,"64,550", Professional Degree , D 
9843,CONSUMERTRACK INC,   , D , H ,"130,000", Master's , D 
7781,KNOX CLINIC CORP, D ,   , H ,"223,859", Professional Degree , D 
3018,CONSTELLIUM ROLLED PRODUCTS,   , D , H ,"83,200", Master's , D 
